X (cm),Y (cm)
8.448768,-6.4126205
8.477709,-6.3795266
8.508833,-6.3781705
8.5377655,-6.3450828
8.568887,-6.343727
8.62893,-6.3092895
8.66005,-6.3079333
8.688962,-6.2748585
8.717869,-6.24179
8.748983,-6.240433
8.777882,-6.2073717
8.806773,-6.1743164
8.837883,-6.1729593
8.866767,-6.13991
8.895644,-6.1068683
8.926749,-6.1055107
8.955618,-6.072475
8.984482,-6.039446
8.982244,-6.0077806
9.013339,-6.006423
9.0421915,-5.973407
9.071037,-5.9403973
9.099878,-5.907394
9.128713,-5.8743978
9.12646,-5.8427663
9.157542,-5.841408
9.186365,-5.8084245
9.184107,-5.7768064
9.212922,-5.743836
9.241731,-5.7108727
9.239467,-5.6792746
9.268268,-5.646324
9.266002,-5.61474
9.294793,-5.581803
9.292525,-5.550232
9.321308,-5.5173078
9.319037,-5.48575
9.347812,-5.45284
9.345539,-5.4212956
9.3432665,-5.3897586
9.372029,-5.356868
9.369755,-5.325344
9.36748,-5.293827
9.365206,-5.2623167
9.362932,-5.2308135
9.391678,-5.1979556
9.389402,-5.1664658
9.387127,-5.1349826
9.384852,-5.103506
9.382578,-5.0720363
9.380303,-5.0405736
9.37803,-5.0091176
9.375757,-4.977668
9.342492,-4.9475875
9.340223,-4.9161515
9.337955,-4.8847227
9.335688,-4.8533006
9.333421,-4.821885
9.3001795,-4.7918386
9.295653,-4.7290416
9.293392,-4.6976533
9.260169,-4.667635
9.257912,-4.63626
9.224701,-4.606255
9.222447,-4.574894
9.220195,-4.5435395
9.186999,-4.5135555
9.184751,-4.4822145
9.1515665,-4.4522443
9.11839,-4.422281
9.11615,-4.39096
9.082985,-4.3610106
9.0807495,-4.3297033
9.047596,-4.2997675
9.01445,-4.2698383
9.01445,-4.2698383
8.981312,-4.2399163
8.948181,-4.210001
8.915059,-4.180093
8.912842,-4.1488266
8.879731,-4.1189322
8.846627,-4.0890446
8.815737,-4.0904093
8.782644,-4.0605288
8.749559,-4.030655
8.716483,-4.000788
8.716483,-4.000788
8.6834135,-3.9709282
8.6503525,-3.9410753
8.617298,-3.9112291
8.5864315,-3.9125943
8.553389,-3.8827553
8.520353,-3.852923
8.489494,-3.8542886
8.456471,-3.8244631
8.423455,-3.7946448
8.392605,-3.7960105
8.3596,-3.766199
8.326604,-3.7363944
8.295761,-3.7377603
8.262776,-3.7079628
8.229798,-3.678172
8.198964,-3.679538
8.1659975,-3.6497543
8.133039,-3.6199775
8.100088,-3.5902076
8.067144,-3.5604444
8.067144,-3.5604444
8.034209,-3.530688
8.001281,-3.5009387
7.9683604,-3.4711962
7.935447,-3.4414604
7.933342,-3.4103646
7.90044,-3.3806427
7.8675466,-3.3509274
7.83466,-3.321219
7.8325663,-3.2901502
7.799691,-3.2604554
7.766824,-3.2307675
7.764738,-3.199719
7.7318816,-3.1700444
7.6990333,-3.140377
7.6682663,-3.1417446
7.666192,-3.1107163
7.6333585,-3.0810623
7.6005325,-3.0514154
7.569777,-3.0527833
7.5369625,-3.0231433
7.534903,-2.9921417
7.5041556,-2.99351
7.471356,-2.9638834
7.440613,-2.9652517
7.4078245,-2.935632
7.3770857,-2.9370003
7.344309,-2.9073877
7.3135743,-2.908756
7.2828403,-2.9101243
7.250078,-2.8805187
7.2193484,-2.881887
7.188619,-2.8832555
7.155873,-2.8536568
7.125148,-2.8550253
7.0944233,-2.8563936
7.0636992,-2.857762
7.030972,-2.8281703
7.0002522,-2.8295388
6.9388146,-2.8322756
6.9080963,-2.8336442
6.877379,-2.8350124
6.846662,-2.836381
6.815945,-2.8377492
6.783252,-2.808165
6.7525396,-2.8095334
6.691117,-2.8122702
6.660406,-2.8136384
6.629696,-2.8150067
6.598986,-2.816375
6.568277,-2.8177433
6.504913,-2.7895348
6.474209,-2.790903
6.443505,-2.7922714
6.4128017,-2.7936397
6.3820987,-2.795008
6.3187675,-2.7668066
6.2880697,-2.768175
6.257372,-2.7695432
6.226675,-2.7709115
6.194065,-2.7413492
6.1326804,-2.7440858
6.101989,-2.745454
6.0693974,-2.7158988
6.03871,-2.717267
6.0080237,-2.7186353
5.944765,-2.6904552
5.914083,-2.6918237
5.881522,-2.6622822
5.8508444,-2.6636508
5.8182945,-2.6341162
5.7876215,-2.6354847
5.724414,-2.6073256
5.6918864,-2.5778048
5.661222,-2.5791733
5.628706,-2.5496595
5.5980453,-2.5510283
5.565541,-2.5215213
5.5330434,-2.492021
5.5023913,-2.4933898
5.4699054,-2.4638965
5.4374266,-2.4344099
5.404956,-2.4049299
5.3743153,-2.406299
5.3724923,-2.3754568
5.340036,-2.3459904
5.307587,-2.316531
5.275146,-2.2870781
5.275146,-2.2870781
5.242712,-2.257632
5.2102857,-2.2281928
5.2084813,-2.1973906
5.176066,-2.1679647
5.1742654,-2.1371756
5.1418614,-2.107763
5.1400647,-2.0769873
5.1076717,-2.047588
5.1058793,-2.0168254
5.1040874,-1.9860693
5.071709,-1.9566903
5.069921,-1.9259473
5.0681334,-1.8952109
5.066346,-1.864481
5.0645595,-1.8337576
5.0627728,-1.8030407
5.060987,-1.7723305
5.0592012,-1.7416266
5.057416,-1.7109294
5.055631,-1.6802386
5.0538464,-1.6495544
5.0520625,-1.6188766
5.0502787,-1.5882053
5.0484953,-1.5575407
5.0772533,-1.5255103
5.075467,-1.4948585
5.073682,-1.4642131
5.1024284,-1.432202
5.100641,-1.4015695
5.097066,-1.3403242
5.125798,-1.3083383
5.1240087,-1.2777317
5.1527324,-1.2457585
5.1509404,-1.2151648
5.179656,-1.1832042
5.177861,-1.1526233
5.2065682,-1.1206753
5.204771,-1.0901073
5.23347,-1.058172
5.2621627,-1.0262429
5.2603602,-0.99569404
5.289045,-0.9637775
5.3177238,-0.9318672
5.315916,-0.90133756
5.3445864,-0.86943984
5.3732514,-0.8375483
5.371438,-0.8070379
5.400095,-0.77515894
5.4287457,-0.74328625
5.457391,-0.7114197
5.4878554,-0.7100445
5.4860306,-0.67955947
5.514665,-0.6477054
5.5432935,-0.6158575
5.5719166,-0.58401585
5.600534,-0.5521804
5.6291456,-0.5203512
5.6595936,-0.5189752
5.657752,-0.48852813
5.6863527,-0.4567113
5.7149477,-0.42490065
5.7435374,-0.3930962
5.7739744,-0.3917197
5.8025556,-0.35992134
5.8311315,-0.32812914
5.8597016,-0.29634315
5.890131,-0.29496625
5.9186926,-0.2631863
5.947249,-0.23141257
5.9757996,-0.19964503
6.0062213,-0.1982677
6.034764,-0.1665062
6.0633006,-0.1347509
6.0614185,-0.104379475
6.091832,-0.103001766
6.120358,-0.07125881
6.148878,-0.039522044
6.1773925,-0.007791449
6.2077985,-0.006413332
6.2363048,0.025311217
6.264806,0.057029594
6.293301,0.0887418
6.323699,0.09012032
6.352186,0.121826485
6.3806677,0.15352648
6.4091434,0.18522032
6.439534,0.18659925
6.437614,0.216908
6.4660788,0.24858949
6.4945383,0.28026482
6.522992,0.31193402
6.553372,0.31331345
6.581817,0.34497663
6.610257,0.37663364
6.60832,0.40690467
6.636752,0.43854922
6.667121,0.4399292
6.6955442,0.47156772
6.7239623,0.5032001
6.722014,0.5334461
6.7504234,0.56506604
6.7788277,0.59667987
6.807226,0.6282876
6.8052697,0.65850836
6.83366,0.69010365
6.862045,0.7216928
6.860083,0.75189465
6.8884597,0.78347147
6.886496,0.8136607
6.914864,0.8452251
6.943227,0.8767834
6.9412575,0.90695375
6.969612,0.9384996
6.9676404,0.96865743
6.9959865,1.000191
6.994013,1.0303361
6.992039,1.060475
7.0203743,1.09199
7.018399,1.1221162
7.014448,1.1823498
7.0427694,1.2138399
7.040792,1.243941
7.0388155,1.2740357
7.036839,1.304124
7.065146,1.3355894
7.063167,1.3656652
7.059211,1.4257979
7.0572333,1.4558548
7.0552564,1.4859054
7.0532794,1.5159496
7.0513034,1.5459876
7.0493274,1.5760192
7.0170975,1.6046603
7.013154,1.6646918
7.011183,1.6946981
7.0092125,1.7246982
6.977004,1.7533072
6.9750376,1.7832944
6.973071,1.8132755
6.9408774,1.8418653
6.9389153,1.8718336
6.9067326,1.9004105
6.904774,1.9303662
6.872602,1.9589303
6.870648,1.9888732
6.8384867,2.0174243
6.8365364,2.0473547
6.804386,2.0758932
6.7722435,2.1044252
6.770301,2.1343365
6.7381687,2.1628556
6.7060437,2.191368
6.673926,2.2198744
6.6418157,2.2483742
6.6418157,2.2483742
6.6097126,2.2768676
6.5776167,2.3053546
6.545528,2.333835
6.515361,2.3324485
6.483283,2.3609226
6.4512124,2.38939
6.4191494,2.4178512
6.3889933,2.4164646
6.3569407,2.4449193
6.324896,2.4733675
6.294748,2.4719808
6.2627134,2.5004225
6.2306867,2.5288577
6.198667,2.5572865
6.1685305,2.5558996
6.1365213,2.584322
6.10452,2.612738
6.074391,2.6113508
6.0725255,2.6411474
6.0405383,2.6695507
6.0104165,2.6681633
5.9784403,2.6965601
5.946471,2.7249503
5.9163575,2.723563
5.8843994,2.7519467
5.8524485,2.7803242
5.8223424,2.7789366
5.7904024,2.8073075
5.758469,2.8356721
5.7265434,2.8640301
5.694625,2.892382
5.664534,2.890994
5.6627135,2.9207273
5.6308093,2.9490662
5.5989122,2.9773989
5.5670223,3.005725
5.5351396,3.0340447
5.533334,3.0637465
5.5032644,3.0623581
5.471396,3.0906653
5.4395347,3.1189659
5.4377394,3.1486487
5.405889,3.1769366
5.4040976,3.2066069
5.3722577,3.2348824
5.340425,3.2631512
5.3386407,3.2928028
5.306819,3.3210592
5.303259,3.380331
5.271451,3.4085684
5.2696753,3.4381888
5.2678995,3.467803
5.236106,3.4960215
5.234334,3.5256233
5.2325625,3.555219
5.2007833,3.5834186
5.1990156,3.6130018
5.1972485,3.6425788
5.1937156,3.7017143
5.1919494,3.7312727
5.1901836,3.7608252
5.1584325,3.788981
5.1566706,3.818521
5.154909,3.8480546
5.151387,3.9071038
5.149627,3.9366193
5.147867,3.9661286
5.176071,3.9970226
5.174309,4.02652
5.172547,4.0560107
5.169024,4.114974
5.167263,4.1444464
5.1655025,4.173913
5.1936846,4.204765
5.1919217,4.234219
5.1901593,4.263667
5.2183304,4.2945013
5.214801,4.353367
5.2130365,4.3827906
5.2411942,4.4136004
5.239428,4.443012
5.2376614,4.472418
5.265808,4.5032096
5.2640395,4.5326033
5.292178,4.563383
5.290407,4.5927644
5.3185377,4.623533
5.3149915,4.682265
5.343111,4.7130156
5.3712254,4.74376
5.3694468,4.7731047
5.397553,4.8038373
5.3957725,4.8331704
5.4238706,4.863891
5.451963,4.894606
5.450177,4.9239206
5.478262,4.9546237
5.508132,4.9560184
5.506341,4.985321
5.534415,5.016012
5.5624833,5.0466976
5.590546,5.0773773
5.588747,5.106656
5.616802,5.137324
5.6448517,5.167986
5.674703,5.169381
5.7027445,5.200037
5.700935,5.229292
5.728968,5.2599363
5.756996,5.2905746
5.786837,5.2919703
5.8148575,5.322603
5.842872,5.35323
5.8708816,5.383851
5.9007154,5.3852468
5.8988857,5.414466
5.9268847,5.4450755
5.954878,5.475679
5.9847035,5.477075
6.012689,5.507673
6.0406694,5.5382648
6.0704904,5.5396614
6.098462,5.5702477
6.126429,5.600828
6.156245,5.602225
6.184204,5.6327996
6.2121577,5.663368
6.240106,5.6939316
6.2699146,5.6953287
6.297855,5.725886
6.32579,5.7564373
6.3555937,5.757835
6.383521,5.7883806
6.4114423,5.81892
6.4412417,5.820318
6.4691553,5.8508525
6.497064,5.8813806
6.5268583,5.8827786
6.554759,5.9133015
6.582654,5.943818
6.612444,5.945216
6.6403313,5.9757276
6.668213,6.0062327
6.697998,6.0076313
6.725872,6.0381308
6.753741,6.0686245
6.7835207,6.0700235
6.811382,6.1005116
6.839237,6.130994
6.869013,6.132393
6.89686,6.1628695
6.9266334,6.1642685
6.954473,6.1947393
6.9842443,6.196139
7.0120764,6.226604
7.0399027,6.2570634
7.0696692,6.258463
7.0974874,6.2889166
7.127252,6.290316
7.1570168,6.2917156
7.184825,6.322164
7.2145877,6.3235636
7.242388,6.3540063
7.2721486,6.3554063
7.3019094,6.3568063
7.329699,6.387243
7.359458,6.3886433
7.389218,6.3900433
7.4169965,6.4204745
7.446754,6.421875
7.5062704,6.4246755
7.5360293,6.4260755
7.5657883,6.427476
7.595548,6.4288764
7.6253085,6.430277
7.6550694,6.4316773
7.6848307,6.433078
7.7145925,6.434478
7.7443542,6.4358783
7.80388,6.4386797
7.833644,6.44008
7.863408,6.4414806
7.895203,6.4138484
7.924971,6.4152493
7.95474,6.41665
7.984509,6.4180503
8.046095,6.3918123
8.075869,6.393213
8.107696,6.365568
8.137474,6.3669686
8.167252,6.368369
8.199093,6.3407183
8.228875,6.3421187
8.260728,6.3144617
8.322376,6.2881985
8.352167,6.289599
8.38404,6.261929
8.413835,6.2633295
8.445719,6.2356534
8.47761,6.2079716
8.509508,6.180283
8.539314,6.1816835
8.571223,6.153989
8.603139,6.126288
8.635062,6.0985813
8.664879,6.0999813
8.696813,6.072268
8.69893,6.043149
8.730874,6.0154233
8.762826,5.987692
8.7947855,5.9599543
8.826751,5.93221
8.828882,5.9030604
8.860859,5.875304
8.890704,5.8767037
8.892843,5.847542
8.924834,5.8197727
8.956832,5.791998
8.958979,5.762818
8.990987,5.73503
8.993137,5.705838
9.025157,5.6780386
9.027311,5.6488338
9.0615,5.591805
9.063659,5.562582
9.065818,5.5333533
9.097865,5.5055165
9.100029,5.4762754
9.102192,5.447028
9.134254,5.419173
9.136422,5.3899136
9.13859,5.3606477
9.1407585,5.331376
9.142928,5.3020988
9.175012,5.2742124
9.1793585,5.2156267
9.181532,5.1863246
9.183706,5.1570163
9.185881,5.127702
9.188056,5.098382
9.190232,5.0690556
9.192409,5.039723
9.196762,4.9810395
9.198939,4.951689
9.2011175,4.922332
9.203296,4.8929687
9.205475,4.8636
9.207654,4.834224
9.212014,4.7754555
9.214194,4.7460623
9.216375,4.7166624
9.218557,4.687257
9.220739,4.6578445
9.225104,4.599003
9.227288,4.5695724
9.229472,4.540136
9.231656,4.5106936
9.203842,4.47985
9.208206,4.420934
9.210389,4.391467
9.212573,4.3619943
9.214757,4.3325152
9.216941,4.3030295
9.219126,4.273538
9.223496,4.2145367
9.225683,4.1850266
9.22787,4.155511
9.230057,4.1259885
9.202205,4.0950665
9.206575,4.035991
9.208761,4.0064445
9.210947,3.9768915
9.213134,3.9473326
9.215321,3.9177673
9.217508,3.888196
9.221885,3.8290346
9.224073,3.7994447
9.226263,3.7698486
9.228453,3.7402463
9.230643,3.7106378
9.232834,3.6810231
9.207128,3.620383
9.209316,3.59075
9.211506,3.5611107
9.2136965,3.5314653
9.215886,3.5018137
9.218078,3.4721558
9.22246,3.4128215
9.224652,3.383145
9.226845,3.3534625
9.229038,3.3237736
9.231232,3.2940786
9.233426,3.2643774
9.237815,3.2049563
9.24001,3.1752362
9.242207,3.1455102
9.21426,3.1143873
9.216454,3.0846488
9.218648,3.0549042
9.223037,2.9953961
9.225233,2.965633
9.227428,2.9358633
9.229625,2.9060876
9.231822,2.8763056
9.234019,2.8465173
9.238415,2.786922
9.240614,2.7571151
9.242813,2.7273018
9.245012,2.6974823
9.247212,2.6676567
9.249413,2.6378248
9.223616,2.5767531
9.225815,2.5469027
9.228014,2.5170457
9.230213,2.4871826
9.232413,2.4573133
9.234614,2.4274375
9.239017,2.3676674
9.241219,2.337773
9.243421,2.3078723
9.245624,2.2779653
9.247827,2.2480521
9.2500305,2.2181325
9.254439,2.1582747
9.256645,2.1283364
9.2286005,2.0970044
9.2308035,2.0670536
9.233007,2.0370965
9.237415,1.9771634
9.23962,1.9471874
9.241825,1.9172051
9.244031,1.8872164
9.246237,1.8572216
9.248444,1.8272204
9.252858,1.7671992
9.255066,1.737179
9.257275,1.7071526
9.259483,1.6771199
9.261693,1.6470808
9.263903,1.6170355
9.238017,1.5555404
9.240225,1.5254762
9.242434,1.4954057
9.244642,1.4653288
9.246852,1.4352456
9.249062,1.4051561
9.253483,1.3449581
9.255694,1.3148496
9.257906,1.2847347
9.2601185,1.2546135
9.262331,1.224486
9.2645445,1.1943521
9.268971,1.1340654
9.271187,1.1039125
9.273401,1.0737531
9.275617,1.0435876
9.247469,1.012032
9.251896,0.9516693
9.254109,0.92147833
9.256324,0.891281
9.258539,0.8610773
9.260755,0.8308673
9.262971,0.8006509
9.267405,0.7401989
9.269622,0.7099634
9.271839,0.6797215
9.274058,0.6494732
9.276277,0.6192185
9.278496,0.5889575
9.282936,0.5284162
9.285156,0.49813598
9.287377,0.46784937
9.289599,0.4375564
9.2918215,0.407257
9.2940445,0.3769512
9.268053,0.31493935
9.270273,0.28461444
9.272494,0.25428316
9.274716,0.22394545
9.276938,0.19360134
9.279161,0.16325082
